Date,Month,Year,Area,Civilian Labor Force,Employment,Unemployment,Unemployment Rate,State FIPS Code,Area FIPS Code
2015-09-05,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-09-06,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-09-07,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-09-08,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-09-09,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-09-10,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-09-11,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-09-12,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-09-13,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-09-14,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-09-15,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-09-16,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-09-17,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-09-18,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-09-19,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-09-20,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-09-21,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-09-22,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-09-23,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-09-24,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-09-25,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-09-26,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-09-27,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-09-28,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-09-29,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-09-30,9,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,282,971","3,141,614","141,357",4.3,11.0,47900.0
2015-10-01,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-02,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-03,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-04,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-05,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-06,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-07,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-08,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-09,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-10,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-11,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-12,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-13,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-14,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-15,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-16,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-17,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-18,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-19,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-20,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-21,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-22,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-23,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-24,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-25,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-26,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-27,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-28,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-29,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-30,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-10-31,10,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,289,108","3,147,378","141,730",4.3,11.0,47900.0
2015-11-01,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-02,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-03,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-04,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-05,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-06,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-07,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-08,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-09,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-10,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-11,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-12,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-13,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-14,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-15,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-16,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-17,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-18,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-19,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-20,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-21,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-22,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-23,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-24,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-25,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-26,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-27,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-28,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-29,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-11-30,11,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,296,985","3,156,677","140,308",4.3,11.0,47900.0
2015-12-01,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-02,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-03,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-04,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-05,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-06,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-07,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-08,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-09,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-10,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-11,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-12,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-13,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-14,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-15,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-16,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-17,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-18,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-19,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-20,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-21,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-22,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-23,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-24,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-25,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-26,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-27,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-28,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-29,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-30,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2015-12-31,12,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,300,498","3,162,679","137,819",4.2,11.0,47900.0
2016-01-01,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-02,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-03,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-04,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-05,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-06,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-07,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-08,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-09,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-10,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-11,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-12,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-13,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-14,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-15,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-16,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-17,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-18,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-19,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-20,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-21,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-22,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-23,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-24,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-25,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-26,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-27,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-28,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-29,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-30,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-01-31,1,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,308,186","3,175,802","132,384",4.0,11.0,47900.0
2016-02-01,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-02,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-03,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-04,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-05,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-06,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-07,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-08,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-09,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-10,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-11,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-12,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-13,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-14,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-15,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-16,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-17,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-18,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-19,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-20,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-21,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-22,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-23,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-24,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-25,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-26,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-27,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-28,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-02-29,2,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,309,876","3,179,230","130,646",3.9,11.0,47900.0
2016-03-01,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
2016-03-02,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
2016-03-03,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
2016-03-04,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
2016-03-05,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
2016-03-06,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
2016-03-07,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
2016-03-08,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
2016-03-09,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
2016-03-10,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
2016-03-11,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
2016-03-12,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
2016-03-13,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
2016-03-14,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
2016-03-15,3,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,310,651","3,178,390","132,261",4.0,11.0,47900.0
